#s   t    P_ref      d=0.05                d=0.1                 d=0.15                d=0.2                 d=0.25                d=0.3                 d=0.35                d=0.4                 d=0.45                d=0.5                 
0    9    0.0        0.0                   0.0                   0.0                   0.0                   0.841368              0.841368              0.841368              0.841368              0.841368              0.841368              
3    1    0.750733   -0.00337599999999993  -0.00337599999999993  -0.00337599999999993  0.072294              -0.080835             -0.0806249999999999   -0.0806249999999999   0.057566              0.0499040000000001    0.0499040000000001    
3    2    0.373547   -0.00168000000000001  -0.00168000000000001  -0.00168000000000001  0.035972              -0.040221             -0.040117             -0.040117             0.028644              0.024831              0.024831              
3    3    0.716648   -0.00322299999999998  -0.00322299999999998  -0.00322299999999998  -0.716648             -0.716648             -0.716648             -0.716648             -0.716648             -0.716648             -0.716648             
3    4    0.600074   -0.00269799999999998  -0.00269799999999998  -0.00269799999999998  0.057786              -0.064613             -0.064445             -0.064445             0.046014              0.039889              0.039889              
3    5    0.267898   -0.00120500000000001  -0.00120500000000001  -0.00120500000000001  0.025797              -0.028846             -0.028771             -0.028771             0.0205419999999999    0.017808              0.017808              
3    6    0.357376   -0.00160700000000003  -0.00160700000000003  -0.00160700000000003  0.034415              -0.03848              -0.03838              -0.03838              0.027404              0.023756              0.023756              
3    7    0.562156   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   
3    8    0.652373   0.0                   0.0                   0.0                   0.041786              0.0450200000000001    0.0                   0.046488              -0.652373             0.210327              0.210327              
3    10   0.608365   0.0                   0.0                   0.0                   -0.608365             -0.608365             -0.608365             -0.608365             -0.608365             -0.608365             -0.608365             
3    11   0.601951   0.0                   0.0                   0.0                   0.0                   0.264989              0.209024              0.266814              0.266814              0.266899              0.266899              
4    1    0.87054    -0.003915             -0.003915             -0.003915             -0.003915             -0.87054              -0.87054              -0.87054              -0.115097             -0.115097             -0.012242             
4    2    0.43316    -0.00194800000000001  -0.00194800000000001  -0.00194800000000001  -0.00194800000000001  -0.43316              -0.43316              -0.43316              -0.057269             -0.057269             -0.00609100000000001  
4    3    0.831015   -0.00373699999999999  -0.00373699999999999  -0.00373699999999999  -0.831015             -0.831015             -0.831015             -0.831015             -0.831015             -0.831015             -0.831015             
4    4    0.695838   -0.00312899999999994  -0.00312899999999994  -0.00312899999999994  -0.00312899999999994  -0.695838             -0.695838             -0.695838             -0.0919989999999999   -0.0919989999999999   -0.00978499999999993  
4    5    0.31065    -0.00139699999999998  -0.00139699999999998  -0.00139699999999998  -0.00139699999999998  -0.31065              -0.31065              -0.31065              -0.041072             -0.041072             -0.00436799999999998  
4    6    0.414409   -0.00186400000000003  -0.00186400000000003  -0.00186400000000003  -0.00186400000000003  -0.414409             -0.414409             -0.414409             -0.05479              -0.05479              -0.005828             
4    7    0.0        0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.563246              
4    8    0.756482   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   -0.756482             0.177257              0.177257              
4    11   0.0        0.0                   0.0                   0.0                   0.0                   0.940396              0.940396              0.940396              0.940396              0.940396              0.940396              
7    1    0.789116   -0.00354900000000002  -0.00354900000000002  -0.00354900000000002  0.07599               -0.084968             -0.084747             -0.084747             0.0605089999999999    0.0524549999999999    0.0524549999999999    
7    2    0.392646   -0.00176599999999999  -0.00176599999999999  -0.00176599999999999  0.037811              -0.042278             -0.042169             -0.042169             0.030108              0.0261                0.0261                
7    3    0.753288   -0.00338699999999992  -0.00338699999999992  -0.00338699999999992  -0.753288             -0.753288             -0.753288             -0.753288             -0.753288             -0.753288             -0.753288             
