#s   t    P_ref      d=0.05                d=0.1                 d=0.15                d=0.2                 d=0.25                d=0.3                 d=0.35                d=0.4                 d=0.45                d=0.5                 
1    5    0.0        0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.908908              
2    4    0.0        0.0                   0.0                   0.0                   0.0                   0.829842              0.829842              0.829842              0.829842              0.829842              0.829842              
3    0    0.0        0.0                   0.0                   0.0                   0.795807              0.795807              0.571863              0.571863              0.571863              0.571863              0.571863              
3    1    0.750733   0.0                   -0.092386             -0.092386             0.035338              0.035338              -0.185866             -0.750733             -0.750733             -0.750733             -0.750733             
3    2    0.373547   -0.373547             -0.373547             -0.373547             -0.373547             -0.373547             -0.373547             -0.373547             -0.373547             -0.373547             -0.373547             
3    3    0.716648   0.0                   -0.0881919999999999   -0.0881919999999999   -0.716648             -0.716648             -0.716648             -0.716648             -0.154492             -0.716648             -0.716648             
3    4    0.600074   0.0                   -0.073846             -0.073846             0.028247              -0.600074             -0.600074             -0.600074             -0.600074             -0.600074             -0.600074             
3    5    0.267898   0.0                   -0.032968             -0.267898             -0.267898             -0.267898             -0.267898             -0.267898             -0.267898             -0.267898             -0.267898             
3    6    0.357376   -0.357376             -0.357376             -0.357376             -0.357376             -0.357376             -0.357376             -0.357376             -0.357376             -0.357376             -0.357376             
3    7    0.562156   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   -0.562156             -0.562156             -0.562156             
3    8    0.652373   0.0                   -0.652373             -0.652373             -0.652373             0.174964              0.174964              0.174964              0.174964              0.182035              0.234568              
3    10   0.608365   0.0                   0.0                   0.0                   0.236072              0.236072              0.236253              0.236253              0.236253              0.242073              0.236253              
3    11   0.601951   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   
4    0    0.0        0.0                   0.0                   0.0                   0.855103              0.855103              0.527167              0.527167              0.527167              0.527167              0.527167              
4    1    0.87054    0.0                   -0.10713              -0.10713              -0.025898             -0.025898             -0.349822             -0.87054              -0.87054              -0.87054              -0.87054              
4    2    0.43316    -0.43316              -0.43316              -0.43316              -0.43316              -0.43316              -0.43316              -0.43316              -0.43316              -0.43316              -0.43316              
4    3    0.831015   0.0                   -0.102266             -0.102266             -0.831015             -0.831015             -0.831015             -0.831015             -0.312796             -0.831015             -0.831015             
4    4    0.695838   0.0                   -0.0856309999999999   -0.0856309999999999   -0.020701             -0.695838             -0.695838             -0.695838             -0.695838             -0.695838             -0.695838             
4    5    0.31065    0.0                   -0.038229             -0.31065              -0.31065              -0.31065              -0.31065              -0.31065              -0.31065              -0.31065              -0.31065              
4    6    0.414409   -0.414409             -0.414409             -0.414409             -0.414409             -0.414409             -0.414409             -0.414409             -0.414409             -0.414409             -0.414409             
4    7    0.0        0.0                   0.518219              0.518219              0.518219              0.518219              0.518219              0.518219              0.0                   0.0                   0.0                   
4    8    0.756482   0.0                   -0.756482             -0.756482             -0.756482             0.149493              0.149493              0.149493              0.149493              0.149493              0.195043              
4    10   0.0        0.0                   0.560816              0.560816              0.907356              0.907356              0.907467              0.907467              0.907467              0.907467              0.907467              
4    11   0.0        0.0                   0.554904              0.554904              0.554904              0.554904              0.554904              0.554904              0.554904              0.554904              0.554904              
7    0    0.0        0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.361545              
7    1    0.789116   0.0                   -0.789116             -0.789116             -0.789116             -0.789116             -0.789116             -0.789116             -0.789116             -0.789116             -0.789116             
7    2    0.392646   -0.392646             -0.392646             -0.392646             -0.392646             -0.392646             -0.392646             -0.392646             -0.392646             -0.392646             -0.392646             
7    3    0.753288   0.0                   -0.753288             -0.753288             -0.753288             -0.753288             -0.753288             -0.753288             -0.753288             -0.753288             -0.753288             
7    4    0.630755   0.0                   -0.630755             -0.630755             -0.630755             -0.630755             -0.630755             -0.630755             -0.630755             -0.630755             -0.630755             
7    5    0.281594   0.0                   -0.281594             -0.281594             -0.281594             -0.281594             -0.281594             -0.281594             -0.281594             -0.281594             -0.281594             
7    6    0.375648   -0.375648             -0.375648             -0.375648             -0.375648             -0.375648             -0.375648             -0.375648             -0.375648             -0.375648             -0.375648             
7    7    0.590897   0.0                   -0.590897             -0.590897             -0.590897             -0.590897             -0.590897             -0.590897             -0.590897             -0.590897             -0.590897             
7    8    0.685727   0.0                   0.17685               0.17685               0.17685               0.17685               0.17685               0.277329              0.277329              0.277329              -0.033146             
7    10   0.639469   0.0                   -0.639469             -0.639469             -0.639469             -0.639469             -0.639469             -0.639469             -0.639469             -0.639469             -0.0171049999999999   
7    11   0.632728   0.0                   -0.632728             -0.632728             -0.632728             -0.632728             -0.632728             -0.632728             -0.632728             -0.632728             -0.252161             
8    0    0.0        0.0                   0.0                   0.0                   0.795807              0.795807              0.571863              0.571863              0.571863              0.571863              0.571863              
8    1    0.750733   0.0                   -0.092386             -0.092386             0.035338              0.035338              -0.185866             -0.750733             -0.750733             -0.750733             -0.750733             
8    2    0.373547   -0.373547             -0.373547             -0.373547             -0.373547             -0.373547             -0.373547             -0.373547             -0.373547             -0.373547             -0.373547             
8    3    0.716648   0.0                   -0.0881919999999999   -0.0881919999999999   -0.716648             -0.716648             -0.716648             -0.716648             -0.154492             -0.716648             -0.716648             
8    4    0.600074   0.0                   -0.073846             -0.073846             0.028247              -0.600074             -0.600074             -0.600074             -0.600074             -0.600074             -0.600074             
8    5    0.267898   0.0                   -0.032968             -0.267898             -0.267898             -0.267898             -0.267898             -0.267898             -0.267898             -0.267898             -0.267898             
8    6    0.357376   -0.357376             -0.357376             -0.357376             -0.357376             -0.357376             -0.357376             -0.357376             -0.357376             -0.357376             -0.357376             
8    7    0.562156   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   -0.562156             -0.562156             -0.562156             
8    8    0.652373   0.0                   -0.652373             -0.652373             -0.652373             0.174964              0.174964              0.174964              0.174964              0.182035              0.234568              
8    10   0.608365   0.0                   0.0                   0.0                   0.236072              0.236072              0.236253              0.236253              0.236253              0.242073              0.236253              
8    11   0.601951   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   
9    0    0.0        0.0                   0.0                   0.0                   0.778014              0.778014              0.479642              0.479642              0.479642              0.479642              0.479642              
9    1    0.792059   0.0                   -0.097472             -0.097472             -0.023563             -0.023563             -0.318285             -0.792059             -0.792059             -0.792059             -0.792059             
9    2    0.39411    -0.39411              -0.39411              -0.39411              -0.39411              -0.39411              -0.39411              -0.39411              -0.39411              -0.39411              -0.39411              
9    3    0.756098   0.0                   -0.0930470000000001   -0.0930470000000001   -0.756098             -0.756098             -0.756098             -0.756098             -0.284598             -0.756098             -0.756098             
9    4    0.633107   0.0                   -0.077911             -0.077911             -0.0188349999999999   -0.633107             -0.633107             -0.633107             -0.633107             -0.633107             -0.633107             
9    5    0.282645   0.0                   -0.034783             -0.282645             -0.282645             -0.282645             -0.282645             -0.282645             -0.282645             -0.282645             -0.282645             
9    6    0.377049   -0.377049             -0.377049             -0.377049             -0.377049             -0.377049             -0.377049             -0.377049             -0.377049             -0.377049             -0.377049             
9    7    0.0        0.0                   0.4715                0.4715                0.4715                0.4715                0.4715                0.4715                0.0                   0.0                   0.0                   
9    8    0.688284   0.0                   -0.688284             -0.688284             -0.688284             0.136016              0.136016              0.136016              0.136016              0.136016              0.17746               
9    10   0.0        0.0                   0.510258              0.510258              0.825557              0.825557              0.825658              0.825658              0.825658              0.825658              0.825658              
9    11   0.0        0.0                   0.504878              0.504878              0.504878              0.504878              0.504878              0.504878              0.504878              0.504878              0.504878              
10   1    0.925716   0.0                   0.0                   0.0                   -0.925716             -0.925716             -0.925716             -0.925716             -0.925716             -0.925716             -0.925716             
10   2    0.460615   -0.460615             -0.460615             -0.460615             -0.460615             -0.460615             -0.460615             -0.460615             -0.460615             -0.460615             -0.460615             
10   3    0.883687   0.0                   0.0                   0.0                   -0.883687             -0.883687             -0.883687             -0.883687             -0.883687             -0.883687             -0.883687             
10   4    0.739942   0.0                   0.0                   0.0                   -0.739942             -0.739942             -0.739942             -0.739942             -0.739942             -0.739942             -0.739942             
10   5    0.33034    0.0                   0.0                   -0.33034              -0.33034              -0.33034              -0.33034              -0.33034              -0.33034              -0.33034              -0.33034              
10   6    0.440675   -0.440675             -0.440675             -0.440675             -0.440675             -0.440675             -0.440675             -0.440675             -0.440675             -0.440675             -0.440675             
10   7    0.0        0.0                   0.203478              0.519579              0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   
10   8    0.0        0.297032              0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   
10   10   0.0        0.0                   0.220204              0.562288              0.997002              0.997002              0.997002              0.997002              0.997002              0.997002              0.997002              
10   11   0.0        0.0                   0.217883              0.55636               0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   
