              0             1             2             3             4             5             6             7             8             9             10            11            12            13            14            15            16            17            18            19            20            21            22            23            24            25            26            27            28            29            30            31            32            33            34            35            36            37            38            39            40            41            42            43            44            45            46            47            48            49            50            51            52            53            54            55            56            57            58            59            60            61            62            63            64            65            66            67            68            69            70            71            72            73            74            75            76            77            78            79            80            81            82            83            84            85            86            87            88            89            90            91            92            93            94            95            96            97            98            99            100           101           102           103           104           105           106           107           108           109           110           111           112           113           114           115           116           
0             1             0.998         0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             
1             0             1             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             
2             0             0.999         1             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             
3             0             0.999         0             1             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             
4             0             0             0             0             1             0.999         0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             
5             0             0             0             0             0             1             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             
6             0             0             0             0             0             0             1             0.956071      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             
7             0             0             0             0             0             0             0             1             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             
8             0             0             0             0             0             0             0             0             1             0.99575       0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             
9             0             0             0             0             0             0             0             0             0             1             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             
10            0             0             0             0             0             0             0             0             0             0             1             0.859         0             0.622489      0             0             0             0.574972      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.621487      0.540261      0             0             0             0             0             0             0             0             0             0             0             0             0             0.617613      0.535714      0.622419      0.622418      0.622421      0.257371      0.534659      0.51303       0.57854       0.588084      0.593361      0.620242      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.565685      0             0             0             0             
11            0             0             0             0             0             0             0             0             0             0             0             1             0             0.724667      0             0             0             0.66935       0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.723501      0.628942      0             0             0             0             0             0             0             0             0             0             0             0             0             0.71899       0.623648      0.724586      0.724585      0.724588      0.299617      0.622421      0.597241      0.673504      0.684615      0.690758      0.722052      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.658539      0             0             0             0             
12            0             0             0             0             0             0             0             0             0             0             0             0             1             0.8372        0             0             0             0.773294      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.835853      0.72661       0             0             0             0             0             0             0             0             0             0             0             0             0             0.830642      0.720494      0.837107      0.837105      0.837109      0.346144      0.719076      0.689987      0.778093      0.790928      0.798026      0.834179      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.760804      0             0             0             0             
13            0             0             0             0             0             0             0             0             0             0             0             0             0             1             0             0             0             0.923667      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.998391      0.867905      0             0             0             0             0             0             0             0             0             0             0             0             0             0.992167      0.8606        0.999888      0.999887      0.999891      0.413455      0.858906      0.82416       0.929399      0.94473       0.953208      0.996391      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.908748      0             0             0             0             
14            0             0             0             0             0             0             0             0             0             0             0             0             0             0.788167      1             0             0             0.728003      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.786899      0.684054      0             0             0             0             0             0             0             0             0             0             0             0             0             0.781993      0.678296      0.788079      0.788078      0.788081      0.325871      0.676961      0.649576      0.732521      0.744605      0.751287      0.785322      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.716245      0             0             0             0             
15            0             0             0             0             0             0             0             0             0             0             0             0             0             0.825545      0             1             0             0.762529      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.824217      0.716495      0             0             0             0             0             0             0             0             0             0             0             0             0             0.819079      0.710464      0.825453      0.825452      0.825455      0.341326      0.709066      0.680382      0.767261      0.779918      0.786917      0.822566      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.750213      0             0             0             0             
16            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             1             0.681         0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.679919      0.591057      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.680367      0.680756      0.680941      0.281569      0.584928      0.561266      0.632935      0.643376      0.649149      0.678558      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.618871      0             0             0             0             
17            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             1             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.998413      0.867925      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.99907       0.999642      0.999913      0.413464      0.858925      0.824178      0.929419      0.944751      0.95323       0.996414      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.908768      0             0             0             0             
18            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             1             0.928667      0             0             0             0             0             0             0.916594      0.927738      0             0             0             0             0.928557      0.911413      0             0.899884      0             0             0             0.924772      0.924855      0.928569      0.91582       0.817264      0.919306      0             0             0             0             0.924507      0.915888      0.927096      0.383354      0.796375      0.764159      0.861735      0.875951      0.924806      0.923851      0             0.834101      0.849224      0.904545      0.925883      0             0             0.671034      0             0             0             0.911994      0.918475      0             0             0.862177      0             0             0.923137      0.894751      0.923049      0.821823      0.805899      0.834285      0.867749      0.831516      0.814322      0.804283      0.916876      0             0             0             0             0.897634      0.844991      0.782449      0.753203      0             0             0             0             0             0             0             0             0             0             0             0.854848      0             0             0.844016      0             0.842588      0             0             0             0             
19            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             1             0             0             0             0             0             0             0.987         0.999         0             0             0             0             0.999882      0.981421      0             0.969006      0             0             0             0.995806      0.995896      0.999895      0.986166      0.88004       0.98992       0             0             0             0             0.995521      0.98624       0.998308      0.412801      0.857547      0.822856      0.927928      0.943235      0.995843      0.994814      0             0.89817       0.914456      0.974025      0.997002      0             0             0.722578      0             0             0             0.982047      0.989026      0             0             0.928403      0             0             0.994046      0.963479      0.99395       0.884949      0.867802      0.898369      0.934403      0.895387      0.876873      0.866062      0.987303      0             0             0             0             0.966584      0.909897      0.842551      0.811058      0             0             0             0             0             0             0             0             0             0             0             0.920511      0             0             0.908847      0             0.90731       0             0             0             0             
20            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             1             0.99825       0             0             0             0             0.843521      0             0             0             0             0             0.950569      0.922618      0             0.784765      0             0             0             0.806469      0.806541      0.80978       0.798662      0.712714      0.801702      0             0             0             0             0.806238      0.798721      0.808495      0.334313      0.694498      0.666402      0.751496      0.763893      0.950799      0.805666      0             0.767604      0.781522      0             0             0             0             0.617538      0             0             0             0.801377      0.860035      0.862623      0.788437      0.964275      0.810865      0             0.858405      0.832009      0.944197      0.764195      0.749387      0.775783      0.8069        0.773208      0.75722       0.747885      0.852582      0             0             0             0             0.782803      0.736894      0.682353      0.656848      0             0             0             0             0             0             0             0             0             0.863486      0             0.962601      0             0             0.907257      0             0.734799      0             0             0             0             
21            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             1             0             0             0             0             0.845         0             0             0             0             0             0.952235      0.924235      0             0.78614       0             0             0             0.807883      0.807955      0.8112        0.800062      0.713963      0.803107      0             0             0             0             0.807651      0.800122      0.809913      0.334899      0.695715      0.667571      0.752814      0.765233      0.952466      0.807078      0             0.76895       0.782893      0             0             0             0             0.61862       0             0             0             0.802781      0.861543      0.864135      0.789819      0.965966      0.812287      0             0.859909      0.833467      0.945852      0.765534      0.750701      0.777143      0.808315      0.774563      0.758548      0.749196      0.854077      0             0             0             0             0.784175      0.738186      0.683549      0.658         0             0             0             0             0             0             0             0             0             0.865         0             0.964289      0             0             0.908847      0             0.736087      0             0             0             0             
22            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             1             0.999         0             0             0             0             0.793539      0             0             0             0.545033      0.543152      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.57708       0             0             0             0             0             0.62888       0             0             0             0             0             0             0.619446      0.623849      0             0             0             0             0             0.627015      0.607734      0.558357      0.5582        0.547384      0.566665      0.589394      0.564784      0.553106      0.546287      0.622762      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             
