              0             1             2             3             4             5             6             7             8             9             10            11            12            13            14            15            16            17            18            19            20            21            22            23            24            25            26            27            28            29            30            31            32            33            34            35            36            37            38            39            40            41            42            43            44            45            46            47            48            49            50            51            52            53            54            55            56            57            58            59            60            61            62            63            64            65            66            67            68            69            70            71            72            73            74            75            76            77            78            79            80            81            82            83            84            85            86            87            88            89            90            91            92            93            94            95            96            97            98            99            100           101           102           103           104           105           106           107           108           109           110           111           112           113           114           115           116           
29            0             0.897         0             0             0             0.999         0             0.951         0             0.9895        0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             1             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             
30            0             0.896103      0             0             0             0.998001      0             0.950049      0             0.988511      0             0             0             0.82575       0             0             0             0.762718      0             0             0             0             0             0             0             0             0             0             0             0.999         1             0             0.824422      0.716673      0             0             0             0             0             0             0             0             0             0             0             0             0             0.819282      0.71064       0.825658      0.825657      0.82566       0.34141       0.709242      0.68055       0.767451      0.780111      0.787112      0.82277       0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.750399      0             0             0             0             
31            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             1             0.997         0.999         0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             
32            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             1             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             
33            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             1             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             
34            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.998751      0.859684      1             0.999982      0.999986      0.99956       0.8           0.999993      0.988025      0.991993      0.99143       0.873085      0.982097      0             0             0             0             0.987653      0.978446      0.990419      0.409538      0.85077       0.816353      0.920594      0.935781      0.944179      0.986952      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.921066      0             0             0             0             0.977982      0             0             0             0             0             0             0             0             0             0             0             0             0.997482      0.938983      0.869484      0.836985      0             0             0             0             0             0             0             0             0             0             0             0.913237      0             0             0             0             0.900139      0             0             0             0             
35            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.998422      0.857111      0             1             0             0             0             0.997         0.985068      0.989024      0.991202      0.870472      0.979157      0             0             0             0             0.984697      0.975517      0.987455      0.408312      0.848223      0.813909      0.917839      0.93298       0.941353      0.983998      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.918309      0             0             0             0             0.978         0             0             0             0             0             0             0             0             0             0             0             0             0.9975        0.939         0.8695        0.837         0             0             0             0             0             0             0             0             0             0             0             0.910503      0             0             0             0             0.897445      0             0             0             0             
36            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.996663      0.858294      0             0.995617      1             0             0             0.998377      0.986429      0.99039       0.988929      0.871674      0.98051       0             0             0             0             0.986057      0.976865      0.988819      0.408876      0.849395      0.815034      0.919107      0.934269      0.942653      0.985358      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.919577      0             0             0             0             0.973713      0             0             0             0             0             0             0             0             0             0             0             0             0.993128      0.934884      0.865689      0.833331      0             0             0             0             0             0             0             0             0             0             0             0.911761      0             0             0             0             0.898685      0             0             0             0             
37            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.996663      0.858416      0             0.995201      0.986         1             0             0.998518      0.986568      0.99053       0.98885       0.871797      0.980648      0             0             0             0             0.986196      0.977002      0.988958      0.408934      0.849515      0.815149      0.919236      0.9344        0.942786      0.985497      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.919707      0             0             0             0             0.973306      0             0             0             0             0             0             0             0             0             0             0             0             0.992713      0.934494      0.865327      0.832983      0             0             0             0             0             0             0             0             0             0             0             0.911889      0             0             0             0             0.898812      0             0             0             0             
38            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.971746      0.836955      0             0.970321      0.96135       0.975         1             0.973555      0.961904      0.965767      0.964129      0.850002      0.956132      0             0             0             0             0.961541      0.952577      0.964234      0.398711      0.828277      0.79477       0.896256      0.91104       0.919216      0.960859      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.896714      0             0             0             0             0.948974      0             0             0             0             0             0             0             0             0             0             0             0             0.967895      0.911131      0.843694      0.812158      0             0             0             0             0             0             0             0             0             0             0             0.889092      0             0             0             0             0.876341      0             0             0             0             
39            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.991572      0.85969       0             0.961355      0             0             0             1             0.988032      0.992         0.978379      0.873091      0.982104      0             0             0             0             0.98766       0.978453      0.990426      0.409541      0.850776      0.816358      0.920601      0.935787      0.944185      0.986959      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.921072      0             0             0             0             0.940205      0             0             0             0             0             0             0             0             0             0             0             0             0.958952      0.902712      0.835898      0.804654      0             0             0             0             0             0             0             0             0             0             0             0.913243      0             0             0             0             0.900146      0             0             0             0             
40            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.99841       0.859612      0             0.973         0             0             0             0.99991       1             0.991911      0.990231      0.883667      0.994         0             0             0             0             0.987571      0.978365      0.990337      0.409504      0.850699      0.816285      0.920518      0.935703      0.9441        0.986871      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.920989      0             0             0             0             0.951594      0             0             0             0             0             0             0             0             0             0             0             0             0.970568      0.913647      0.846024      0.814401      0             0             0             0             0             0             0             0             0             0             0             0.913161      0             0             0             0             0.900065      0             0             0             0             
41            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.999568      0.866623      0             0.969108      0             0             0             0.995911      0.996         1             0.98627       0.880132      0.990024      0             0             0             0             0.995625      0.986343      0.998413      0.412844      0.857637      0.822942      0.928025      0.943334      0.9518        0.994919      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.9285        0             0             0             0             0.947788      0             0             0             0             0             0             0             0             0             0             0             0             0.966685      0.909992      0.842639      0.811143      0             0             0             0             0             0             0             0             0             0             0             0.920608      0             0             0             0             0.907405      0             0             0             0             
42            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             1             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             
43            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             1             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             
44            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             1             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             
45            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.7874        0.536219      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.535369      0.465398      0             0             0             0             0             0             0             0             0             0             0             1             0             0             0             0.535721      0.536027      0.536173      0.221707      0.460572      0.44194       0.498373      0.506594      0.51114       0.534296      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.487299      0             0             0             0             
46            0             0             0             0             0             0             0             0             0             0             0             0             0             0.8228        0             0             0             0.759993      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.976447      0.848829      0             0             0             0             0             0             0             0             0             0             0             0             1             0.977136      0.708102      0.977896      0.977897      0.977914      0.404367      0.840028      0.806046      0.908971      0.923966      0.932257      0.974491      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.888774      0             0             0             0             
47            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.998473      0.867977      0             0             0             0             0             0             0             0             0             0             0             0             0             1             0             0.999815      0.999824      0.999973      0.413489      0.858977      0.824228      0.929475      0.944808      0.953287      0.996473      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.908823      0             0             0             0             
48            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.973806      0.846534      0             0             0             0             0             0             0             0             0             0             0             0             0             0             1             0.955862      0.95135       0.975269      0.403274      0.837756      0.803866      0.906513      0.921467      0.929736      0.971856      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.88637       0             0             0             0             
49            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.997501      0.867132      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             1             0.825177      0.999         0.413086      0.858141      0.823426      0.92857       0.943889      0.952359      0.995503      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.907938      0             0             0             0             
50            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.986019      0.85715       0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.815678      1             0.9875        0.408331      0.848263      0.813947      0.917881      0.933023      0.941396      0.984044      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.897486      0             0             0             0             
51            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.9985        0.868         0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.826003      0.826003      1             0.4135        0.859         0.82425       0.9295        0.944833      0.953312      0.9965        0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0.908847      0             0             0             0             
52            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             1             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             
53            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             1             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             
54            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             1             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             
55            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             1             0             0.8           0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             
56            0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             1             0.865667      0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             0             
