#s   t    P_ref      d=0.05                d=0.1                 d=0.15                d=0.2                 d=0.25                d=0.3                 d=0.35                d=0.4                 d=0.45                d=0.5                 
0    0    0.74542    0.0                   0.0                   0.0                   0.0                   0.0                   -0.74542              -0.74542              -0.74542              -0.74542              -0.74542              
0    1    0.834999   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   
0    3    0.988511   0.00813399999999997   0.010041              0.010041              0.010041              0.010041              0.01024               0.01024               0.01027               0.01027               0.01027               
0    4    0.997003   0.0                   -0.00849199999999994  -0.00849199999999994  -0.00849199999999994  -0.00849199999999994  -0.00849199999999994  -0.00849199999999994  -0.997003             -0.997003             -0.997003             
0    5    0.88192    0.0                   0.0                   0.0                   0.0                   -0.0419740000000001   -0.0419740000000001   -0.0419740000000001   -0.0419740000000001   -0.0419740000000001   -0.0419740000000001   
0    6    0.66679    -0.66679              -0.66679              0.170219              0.171056              0.212925              0.212925              0.212925              0.212925              -0.66679              -0.66679              
0    7    0.948421   -0.948421             -0.948421             -0.203714             -0.202969             -0.165717             -0.165717             -0.165717             -0.165717             -0.165717             -0.948421             
0    8    0.872713   -0.872713             -0.872713             -0.872713             -0.872713             -0.872713             -0.872713             -0.872713             -0.872713             -0.872713             -0.872713             
0    9    0.948421   -0.948421             -0.948421             -0.203714             -0.202969             -0.165717             -0.165717             -0.165717             -0.165717             -0.165717             -0.948421             
0    10   0.988511   0.00813399999999997   0.010041              0.010041              0.010041              0.010041              0.01024               0.01024               0.01027               0.01027               0.01027               
0    11   0.778839   0.0                   0.0                   -0.778839             -0.778839             -0.778839             -0.778839             -0.778839             -0.778839             -0.778839             -0.778839             
0    12   0.782363   0.0                   0.0                   -0.782363             -0.782363             -0.782363             -0.782363             -0.782363             -0.782363             -0.782363             -0.782363             
0    13   0.742806   0.0                   0.0                   -0.742806             -0.742806             -0.742806             -0.742806             -0.742806             -0.742806             -0.742806             -0.742806             
0    14   0.753832   0.0                   0.0                   -0.753832             -0.753832             -0.753832             -0.753832             -0.753832             -0.753832             -0.753832             0.15326               
0    15   0.738771   0.0                   0.0                   -0.738771             -0.738771             -0.738771             -0.738771             -0.738771             -0.738771             -0.738771             -0.738771             
0    16   0.75437    0.0                   0.0                   -0.75437              -0.75437              -0.75437              -0.75437              -0.75437              -0.75437              -0.75437              -0.75437              
1    0    0.74542    0.0                   0.0                   0.0                   0.0                   0.0                   -0.74542              -0.74542              -0.74542              -0.74542              -0.74542              
1    1    0.834999   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   
1    3    0.988511   0.00813399999999997   0.010041              0.010041              0.010041              0.010041              0.01024               0.01024               0.01027               0.01027               0.01027               
1    4    0.997003   0.0                   -0.00849199999999994  -0.00849199999999994  -0.00849199999999994  -0.00849199999999994  -0.00849199999999994  -0.00849199999999994  -0.997003             -0.997003             -0.997003             
1    5    0.88192    0.0                   0.0                   0.0                   0.0                   -0.0419740000000001   -0.0419740000000001   -0.0419740000000001   -0.0419740000000001   -0.0419740000000001   -0.0419740000000001   
1    6    0.66679    -0.66679              -0.66679              0.170219              0.171056              0.212925              0.212925              0.212925              0.212925              -0.66679              -0.66679              
1    7    0.948421   -0.948421             -0.948421             -0.203714             -0.202969             -0.165717             -0.165717             -0.165717             -0.165717             -0.165717             -0.948421             
1    8    0.872713   -0.872713             -0.872713             -0.872713             -0.872713             -0.872713             -0.872713             -0.872713             -0.872713             -0.872713             -0.872713             
1    9    0.948421   -0.948421             -0.948421             -0.203714             -0.202969             -0.165717             -0.165717             -0.165717             -0.165717             -0.165717             -0.948421             
1    10   0.988511   0.00813399999999997   0.010041              0.010041              0.010041              0.010041              0.01024               0.01024               0.01027               0.01027               0.01027               
1    11   0.778839   0.0                   0.0                   -0.778839             -0.778839             -0.778839             -0.778839             -0.778839             -0.778839             -0.778839             -0.778839             
1    12   0.782363   0.0                   0.0                   -0.782363             -0.782363             -0.782363             -0.782363             -0.782363             -0.782363             -0.782363             -0.782363             
1    13   0.742806   0.0                   0.0                   -0.742806             -0.742806             -0.742806             -0.742806             -0.742806             -0.742806             -0.742806             -0.742806             
1    14   0.753832   0.0                   0.0                   -0.753832             -0.753832             -0.753832             -0.753832             -0.753832             -0.753832             -0.753832             0.15326               
1    15   0.738771   0.0                   0.0                   -0.738771             -0.738771             -0.738771             -0.738771             -0.738771             -0.738771             -0.738771             -0.738771             
1    16   0.75437    0.0                   0.0                   -0.75437              -0.75437              -0.75437              -0.75437              -0.75437              -0.75437              -0.75437              -0.75437              
3    0    0.705735   -0.705735             -0.705735             -0.705735             -0.705735             -0.705735             0.10664               0.10664               0.10664               0.10664               0.10664               
3    1    0.790545   -0.790545             -0.790545             -0.790545             -0.790545             -0.790545             -0.790545             -0.790545             -0.790545             -0.790545             -0.790545             
3    3    0.989885   -0.147637             -0.147637             -0.147637             -0.147637             -0.147637             -0.989885             -0.989885             -0.989885             -0.989885             -0.989885             
3    4    0.943924   -0.943924             -0.943924             -0.943924             -0.943924             -0.943924             -0.943924             -0.943924             -0.943924             -0.943924             -0.943924             
3    5    0.834968   -0.834968             -0.834968             -0.834968             -0.834968             -0.834968             -0.834968             -0.834968             -0.834968             -0.834968             -0.834968             
3    6    0.631291   -0.631291             -0.631291             -0.631291             -0.631291             -0.631291             -0.631291             -0.631291             -0.631291             -0.631291             -0.631291             
3    7    0.897928   0.0464680000000001    0.0464680000000001    0.0464680000000001    0.0464680000000001    0.0464680000000001    0.0464680000000001    0.0464680000000001    0.0464680000000001    0.0464680000000001    0.0464680000000001    
3    8    0.826251   0.116253              0.116253              0.116253              0.116253              0.116253              0.116253              0.116253              0.116253              0.116253              0.116253              
3    9    0.897928   0.0464680000000001    0.0464680000000001    0.0464680000000001    0.0464680000000001    0.0464680000000001    0.0464680000000001    0.0464680000000001    0.0464680000000001    0.0464680000000001    0.0464680000000001    
3    10   0.989885   -0.147637             -0.147637             -0.147637             -0.147637             -0.147637             -0.989885             -0.989885             -0.989885             -0.989885             -0.989885             
3    11   0.737374   -0.737374             -0.737374             -0.737374             -0.737374             -0.737374             -0.737374             -0.737374             -0.737374             -0.737374             -0.737374             
3    12   0.740711   -0.740711             -0.740711             -0.740711             -0.740711             -0.740711             -0.740711             -0.740711             -0.740711             -0.740711             -0.740711             
3    13   0.703259   -0.703259             -0.703259             -0.703259             -0.703259             -0.703259             -0.703259             -0.703259             -0.703259             -0.703259             -0.703259             
3    14   0.713699   -0.713699             -0.713699             -0.713699             -0.713699             -0.713699             -0.713699             -0.713699             -0.713699             -0.713699             -0.713699             
3    15   0.69944    -0.69944              -0.69944              -0.69944              -0.69944              -0.69944              -0.69944              -0.69944              -0.69944              -0.69944              -0.69944              
3    16   0.714208   -0.714208             -0.714208             -0.714208             -0.714208             -0.714208             -0.714208             -0.714208             -0.714208             -0.714208             -0.714208             
4    0    0.744674   0.0                   0.0                   0.0                   0.0                   0.0                   -0.744674             -0.744674             -0.744674             -0.744674             -0.744674             
4    1    0.834163   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   0.0                   
4    3    0.998367   0.000194999999999945  0.00114700000000001   0.00114700000000001   0.00114700000000001   0.00114700000000001   0.00115200000000004   0.00115200000000004   0.00115299999999996   0.00110200000000005   0.00110200000000005   
4    4    0.996005   0.0                   -0.00848400000000005  -0.00848400000000005  -0.00848400000000005  -0.00848400000000005  -0.00848400000000005  -0.00848400000000005  -0.996005             -0.996005             -0.996005             
4    5    0.881037   0.0                   0.0                   0.0                   0.0                   -0.0419309999999999   -0.0419309999999999   -0.0419309999999999   -0.0419309999999999   -0.0419309999999999   -0.0419309999999999   
4    6    0.666123   -0.666123             -0.666123             0.170048              0.170885              0.212712              0.212712              0.212712              0.212712              -0.666123             -0.666123             
4    7    0.947471   -0.947471             -0.947471             -0.20351              -0.202765             -0.16555              -0.16555              -0.16555              -0.16555              -0.16555              -0.947471             
4    8    0.87184    -0.87184              -0.87184              -0.87184              -0.87184              -0.87184              -0.87184              -0.87184              -0.87184              -0.87184              -0.87184              
4    9    0.947471   -0.947471             -0.947471             -0.20351              -0.202765             -0.16555              -0.16555              -0.16555              -0.16555              -0.16555              -0.947471             
4    10   0.998367   0.000194999999999945  0.00114700000000001   0.00114700000000001   0.00114700000000001   0.00114700000000001   0.00115200000000004   0.00115200000000004   0.00115299999999996   0.00110200000000005   0.00110200000000005   
4    11   0.778059   0.0                   0.0                   -0.778059             -0.778059             -0.778059             -0.778059             -0.778059             -0.778059             0.187269              0.187269              
4    12   0.78158    0.0                   0.0                   -0.78158              -0.78158              -0.78158              -0.78158              -0.78158              -0.78158              -0.78158              -0.78158              
4    13   0.742062   0.0                   0.0                   -0.742062             -0.742062             -0.742062             -0.742062             -0.742062             -0.742062             -0.742062             -0.742062             
4    14   0.753077   0.0                   0.0                   -0.753077             -0.753077             -0.753077             -0.753077             -0.753077             -0.753077             -0.753077             0.153107              
4    15   0.738032   0.0                   0.0                   -0.738032             -0.738032             -0.738032             -0.738032             -0.738032             -0.738032             -0.738032             -0.738032             
4    16   0.753615   0.0                   0.0                   -0.753615             -0.753615             -0.753615             -0.753615             -0.753615             -0.753615             -0.753615             -0.753615             
5    0    0.74542    0.0                   0.0                   0.0                   0.0                   0.0                   -0.74542              -0.74542              -0.74542              -0.74542              -0.74542              
5    1    0.834999   0.0                   0.0                   0.0                   0.0                   0.0                   -0.834999             -0.834999             -0.834999             -0.834999             -0.834999             
5    3    0.998691   4.000000000004e-05    0.000975000000000059  0.000975000000000059  0.000975000000000059  0.000975000000000059  -0.112643             -0.112643             -0.112643             -0.112643             -0.112643             
5    4    0.997003   0.0                   -0.00849199999999994  -0.00849199999999994  -0.00849199999999994  -0.00849199999999994  -0.997003             -0.997003             -0.997003             -0.997003             -0.997003             
5    5    0.88192    0.0                   0.0                   0.0                   0.0                   -0.0419740000000001   -0.88192              -0.88192              -0.88192              -0.88192              -0.88192              
5    6    0.66679    -0.66679              -0.66679              0.170219              0.171056              0.212925              -0.66679              -0.66679              -0.66679              -0.66679              -0.66679              
5    7    0.948421   -0.948421             -0.948421             -0.203714             -0.202969             -0.165717             -0.948421             -0.948421             -0.948421             -0.948421             -0.948421             
5    8    0.872713   -0.872713             -0.872713             -0.872713             -0.872713             -0.872713             -0.872713             -0.872713             -0.872713             -0.872713             -0.872713             
5    9    0.948421   -0.948421             -0.948421             -0.203714             -0.202969             -0.165717             -0.948421             -0.948421             -0.948421             -0.948421             -0.948421             
